Код товара,Наименование товара,Псевдоним,Цена,Краткое описание,Полное описание,Title страницы,Усиленная дверная коробка B90,Изображение,Алюминиевый нащельник,Открывание,Цвет,Цвет иллюминатора,Наличник,Title Изображения,Ключевые слова,Свободный атрибут,Размер полотна,Мета-описание
3.7.Замки,,,,,,,,zamki.jpg,,,,,,,,,,
mehanizm-zamka-magnitniy-pod-cil,Механизм замка магнитный под цилиндр,mehanizm-zamka-magnitniy-pod-cilindr,365,Механизм замка магнитный под цилиндр,"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Механизм замка магнитный под цилиндр</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Китай</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Хром, латунь</span></p>
<p><span style=""color: #000000;""></span></p>
<p><span style=""color: #000000;""><strong>Описание:</strong>&nbsp;Механизм замка магнитный под цилиндр устанавливается на межкомнатные и технические двери. Данный замок по другому называется бесшумный. Такое название механизм получил благодаря своему конструктиву из магнитного язычка и магнитной ответной планки, при состыковке которых язычок выпадает. В открытом положении двери язычок замка находится внутри механизма и при запирании не сталкивается с торцом полотна и не создает звука от удара. Механизм предназначен для установки в него цилиндра ключ/ключ или ключ/вертушки с соответствующими размерами.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline; color: #000000;""><strong>Дополнительные материалы:</strong></span></p>
<ul>
<li><span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></li>
<li><span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><span style=""text-decoration: underline;""><a href=""stati/vidy-zamkov-dlya-mezhkomnatnyh-dverey.html"">Виды замков для межкомнатных дверей</a></span></li>
</ul>
<p>&nbsp;</p>",Механизм замка магнитный под цилиндр,,4854-magnitnaya-zaschelka-s-fiksatorom-90-mm-laredo-m85090-matovyy-nikelhrom.191x210w11.jpg,,,Латунь|Хром,,,Механизм замка магнитный под цилиндр,"Купить механизм замка магнитный под цилиндр, замок под цилиндр, магнитный замок, магнитная защелка, защелка для двери, магнитная защелка для двери, межкомнатный магнитный замок",,,Купить механизм замка магнитный под цилиндр
mehanizm-zamka-magnitniy-pod-fik,Механизм замка магнитный под фиксатор,mehanizm-zamka-magnitniy-pod-fiksator,365,Механизм замка магнитный под фиксатор,"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Механизм замка магнитный под фиксатор</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Китай</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Хром, латунь</span></p>
<p><span style=""color: #000000;""></span></p>
<p><span style=""color: #000000;""><strong>Описание:</strong>&nbsp;Механизм замка магнитный под фиксатор устанавливается на межкомнатные и технические двери. Данный замок по другому называется бесшумный. Такое название механизм получил благодаря своему конструктиву из магнитного язычка и магнитной ответной планки, при состыковке которых язычок выпадает. В открытом положении двери язычок замка находится внутри механизма и при запирании не сталкивается с торцом полотна и не создает звука от удара. Механизм предназначен для установки сантехнического поворотника.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline; color: #000000;""><strong>Дополнительные материалы:</strong></span></p>
<ul>
<li><span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></li>
<li><span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><span style=""text-decoration: underline;""><a href=""stati/vidy-zamkov-dlya-mezhkomnatnyh-dverey.html"">Виды замков для межкомнатных дверей</a></span></li>
</ul>",Механизм замка магнитный под фиксатор,,b9e0a36606bdab1ba570928d5a9bce3d.jpg,,,Латунь|Хром,,,Механизм замка магнитный под фиксатор,"Купить механизм замка магнитный под защелку, замок под сантехническую завертку, магнитный замок, магнитная защелка, защелка для двери, магнитная защелка для двери, межкомнатный магнитный замок, магнитный замок в туалет",,,Купить механизм замка магнитный под фиксатор
mehanizm-zamka-pod-cilindr-p85,Механизм замка под цилиндр с пластиковым язычком P85,mehanizm-zamka-pod-cilindr-p85,385,Механизм замка под цилиндр с пластиковым язычком P85,"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Механизм замка под цилиндр с пластиковым язычком P85</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Китай</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Матовое золото, матовый никель, бронза</span></p>
<p><span style=""color: #000000;""></span></p>
<p><span style=""color: #000000;""><strong>Описание:</strong>&nbsp;Механизм замка под цилиндр с пластиковым язычком P85&nbsp;устанавливается на межкомнатные и технические двери. В отличии от своего предшественника с магнитным язычком, имеет пластиковый язычок. Для чего же он нужен? Все привыкли к металлическим язычкам, но они достаточно травмоопасны, особенно если устанавливаются в детские сады и школы, ведь при открытом положении двери язычок торчит. Пластиковым язычком нельзя повредиться ни взрослому, ни ребенку. Данный замок не бесшумный, но безопасный.&nbsp;Механизм предназначен для установки в него цилиндра ключ/ключ или ключ/вертушки с соответствующими размерами.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline; color: #000000;""><strong>Дополнительные материалы:</strong></span></p>
<ul>
<li><span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></li>
<li><span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><span style=""text-decoration: underline;""><a href=""stati/vidy-zamkov-dlya-mezhkomnatnyh-dverey.html"">Виды замков для межкомнатных дверей</a></span></li>
</ul>",Механизм замка под цилиндр с пластиковым язычком P85,,z403pm3bp35km0dai39knp0x2w17mdqn.jpg,,,Матовое золото|Матовый никель|Бронза,,,Механизм замка под цилиндр с пластиковым язычком P85,"под, механизм, замки, пластиковым, китай, язычком, p85, замка, с, цилиндр",,,Купить механизм замка под цилиндр с пластиковым язычком P85
mehanizm-zamka-pod-fiksator-p96,Механизм замка под фиксатор с пластиковым язычком P96,mehanizm-zamka-pod-fiksator-p96,365,Механизм замка под фиксатор с пластиковым язычком P96,"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Механизм замка под фиксатор с пластиковым язычком P96</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Китай</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Матовое золото, матовый никель, бронза</span></p>
<p><span style=""color: #000000;""></span></p>
<p><span style=""color: #000000;""><strong>Описание:</strong>&nbsp;Механизм замка под фиксатор с пластиковым язычком P96&nbsp;устанавливается на межкомнатные и технические двери. В отличии от своего предшественника с магнитным язычком, имеет пластиковый язычок. Для чего же он нужен? Все привыкли к металлическим язычкам, но они достаточно травмоопасны, особенно если устанавливаются в детские сады и школы, ведь при открытом положении двери язычок торчит. Пластиковым язычком нельзя повредиться ни взрослому, ни ребенку. Данный замок не бесшумный, но безопасный.&nbsp;Механизм предназначен для установки сантехнического поворотника.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline;""><span style=""color: #000000;""><strong>Дополнительные материалы:</strong></span></span></p>
<ul>
<li><span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></li>
<li><span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><span style=""text-decoration: underline;""><a href=""stati/vidy-zamkov-dlya-mezhkomnatnyh-dverey.html"">Виды замков для межкомнатных дверей</a></span></li>
</ul>",Механизм замка под фиксатор с пластиковым язычком P96,,dvernye_zamki.png,,,Бронза|Матовый никель|Матовое золото,,,Механизм замка под фиксатор с пластиковым язычком P96,"с, под, язычком, пластиковым, p96, замки, механизм, фиксатор, замка, китай",,,Купить механизм замка под фиксатор с пластиковым язычком P96
mehanizm-zamka-mehanicheskiy-pod,Механизм замка механический под цилиндр,mehanizm-zamka-mehanicheskiy-pod-cilindr,385,Механизм замка механический под цилиндр,"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Механизм замка механический под цилиндр</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Китай</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Хром, латунь, бронза</span></p>
<p><span style=""color: #000000;""></span></p>
<p><span style=""color: #000000;""><strong>Описание:</strong>&nbsp;Механизм замка механический под цилиндр устанавливается на технические и межкомнатные двери. Механизм предназначен для установки в него цилиндра ключ/ключ или ключ/вертушки с соответствующими размерами.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline; color: #000000;""><strong>Дополнительные материалы:</strong></span></p>
<ul>
<li><span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></li>
<li><span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><span style=""text-decoration: underline;""><a href=""stati/vidy-zamkov-dlya-mezhkomnatnyh-dverey.html"">Виды замков для межкомнатных дверей</a></span></li>
</ul>
<p>&nbsp;</p>",Механизм замка механический под цилиндр,,L1885SN-1200x800.jpg,,,Бронза|Латунь|Хром,,,Механизм замка механический под цилиндр,"Купить механизм замка механический под цилиндр, замок под цилиндр, механический замок, механическая защелка, защелка для двери, механическая защелка для двери, межкомнатный механический замок",,,Купить механизм замка механический под цилиндр
zamok-kale-155-s-cylindrom,Корпус узкопрофильного Kale kilit замка с роликовой защёлкой 155 (35 mm),zamok-kale-155-s-cylindrom,600,Корпус узкопрофильного Kale kilit замка с роликовой защёлкой 155 (35 mm),"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Корпус узкопрофильного Kale kilit замка с роликовой защёлкой 155 (35 mm)</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Kale</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Хром</span></p>
<p>&nbsp;</p>
<p><span style=""color: #000000;""><strong>Описание:</strong>&nbsp;Корпус узкопрофильного Kale kilit замка с роликовой защёлкой 155 (35 mm) предназначен для установки на узкопрофильные двери. Данный замок прекрасно подходит для установки на маятниковые двери если Вам требуется запирание двери.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline; color: #000000;""><strong>Дополнительные материалы:</strong></span></p>
<ul>
<li><span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></li>
<li><a href=""stati/vidy-zamkov-dlya-mezhkomnatnyh-dverey.html""><span style=""text-decoration: underline;"">Виды замков для межкомнатных дверей</span></a></li>
</ul>",Корпус узкопрофильного Kale kilit замка с роликовой защёлкой 155 (35 mm),,IMG23d155108c0b99013a8bbdefb3d6dbcf-1200x800.jpg,,,Хром,,,Корпус узкопрофильного Kale kilit замка с роликовой защёлкой 155 (35 mm),Купить корпус узкопрофильного Kale kilit замка с роликовой защёлкой 155 (35 mm),,,Купить корпус узкопрофильного Kale kilit замка с роликовой защёлкой 155 (35 mm)
zamok-kale-155-bez-cylindra,Защелка врезная Kale kilit (Кале килит) ролик 155/B (35 mm),zamok-kale-155-bez-cylindra,600,Защелка врезная Kale kilit (Кале килит) ролик 155/B (35 mm),"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Защелка врезная Kale kilit (Кале килит) ролик 155/B (35 mm)</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Kale</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Хром</span></p>
<p>&nbsp;</p>
<p><span style=""color: #000000;""><strong>Описание:</strong>&nbsp;Защелка врезная Kale kilit (Кале килит) ролик 155/B (35 mm) предназначена для установки на маятниковые двери без запирания.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline; color: #000000;""><strong>Дополнительные материалы:</strong></span></p>
<ul>
<li><span style=""text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></li>
<li><a href=""stati/vidy-zamkov-dlya-mezhkomnatnyh-dverey.html""><span style=""text-decoration: underline;"">Виды замков для межкомнатных дверей</span></a></li>
</ul>",Защелка врезная Kale kilit (Кале килит) ролик 155/B (35 mm),,original__1_.jpg,,,Хром,,,Защелка врезная Kale kilit (Кале килит) ролик 155/B (35 mm),Купить защелку врезную Kale kilit (Кале килит) ролик 155/B (35 mm),,,Купить защелку врезную Kale kilit (Кале килит) ролик 155/B (35 mm)
3.8.Доводчики,,,,,,,,4d5f347b05cf1d8159cb4b68f7d292cd.jpg,,,,,,,,,,
dvernoy-dovodchik-home-80-kg-kor,Дверной доводчик HOME 80 кг коричневый,dvernoy-dovodchik-home-80-kg-korichnevi,1290,Дверной доводчик HOME 80 кг коричневый,"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Дверной доводчик HOME 80 кг</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Китай</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Коричневый</span></p>
<p><span style=""color: #000000;""></span></p>
<p><span style=""color: #000000;""><strong>Описание</strong>: Дверной доводчик HOME производимый в Китае пользуется большим спросом. Простота установки, прекрасный внешний вид и долговечность - вот главные преимущества дверного доводчика HOME. Не смотря на все его положительные качества, доводчики серии HOME относятся к эконом сегменту. Низкая цена - обсусловлена объемами продаж и использованием недорого сырья в их производстве.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline; color: #000000;""><strong>Дополнительные материалы:</strong><br /></span></p>
<ul>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></span></li>
<li><span style=""text-decoration: underline;""><a href=""index.php?option=com_content&amp;view=article&amp;id=208&amp;Itemid=1195"">Для чего нужны доводчики?</a></span></li>
</ul>",Дверной доводчик HOME 80 кг коричневый,,700-nw.jpg,,,РАЛ 8017,,,Дверной доводчик HOME 80 кг коричневый,"Купить дверной доводчик, купить доводчик на 80 кг, купить коричневый доводчик для дверей, купить дверной доводчик в компании Дверной Тон",,,Купить дверной доводчик HOME 80 кг коричневый
dvernoy-dovodchik-home-50-kg-bel,Дверной доводчик HOME 50 кг белый,dvernoy-dovodchik-home-50-kg-belii,990,Дверной доводчик HOME 50 кг белый,"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Дверной доводчик HOME 50 кг</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Китай</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Белый</span></p>
<p><span style=""color: #000000;""></span></p>
<p><span style=""color: #000000;""><strong>Описание</strong>: Дверной доводчик HOME производимый в Китае пользуется большим спросом. Простота установки, прекрасный внешний вид и долговечность - вот главные преимущества дверного доводчика HOME. Не смотря на все его положительные качества, доводчики серии HOME относятся к эконом сегменту. Низкая цена - обсусловлена объемами продаж и использованием недорого сырья в их производстве. Отсутствует фиксация, радиус открывания двери до 180 градусов.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline; color: #000000;""><strong>Дополнительные материалы:</strong><br /></span></p>
<ul>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></span></li>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><a href=""index.php?option=com_content&amp;view=article&amp;id=208&amp;Itemid=1195"">Для чего нужны доводчики?</a></span></li>
</ul>",Дверной доводчик HOME 50 кг белый,,1489870119_01.jpg,,,Серый,,,Дверной доводчик HOME 50 кг белый,"Купить дверной доводчик, купить доводчик на 50 кг, купить белый доводчик для дверей, купить дверной доводчик в компании Дверной Тон",,,Купить дверной доводчик HOME 50 кг белый
dvernoy-dovodchik-home-50-kg-kor,Дверной доводчик HOME 50 кг коричневый,dvernoy-dovodchik-home-50-kg-korichnevi,990,Дверной доводчик HOME 50 кг коричневый,"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Дверной доводчик HOME 50 кг</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Китай</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Коричневый</span></p>
<p><span style=""color: #000000;""></span></p>
<p><span style=""color: #000000;""><strong>Описание:</strong>&nbsp;Дверной доводчик HOME производимый в Китае пользуется большим спросом. Простота установки, прекрасный внешний вид и долговечность - вот главные преимущества дверного доводчика HOME. Не смотря на все его положительные качества, доводчики серии HOME относятся к эконом сегменту. Низкая цена - обсусловлена объемами продаж и использованием недорого сырья в их производстве.&nbsp;Отсутствует фиксация, радиус открывания двери до 180 градусов.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline; color: #000000;""><strong>Дополнительные материалы:</strong><br /></span></p>
<ul>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></span></li>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><a href=""index.php?option=com_content&amp;view=article&amp;id=208&amp;Itemid=1195"">Для чего нужны доводчики?</a></span></li>
</ul>",Дверной доводчик HOME 50 кг коричневый,,700-nw__1_.jpg,,,РАЛ 8017,,,Дверной доводчик HOME 50 кг коричневый,"Купить дверной доводчик, купить доводчик на 50 кг, купить коричневый доводчик для дверей, купить дверной доводчик в компании Дверной Тон",,,Купить дверной доводчик HOME 50 кг коричневый
dvernoy-dovodchik-home-50-kg-ser,Дверной доводчик HOME 50 кг серебро,dvernoy-dovodchik-home-50-kg-serebro,990,Дверной доводчик HOME 50 кг серебро,"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Дверной доводчик HOME 50 кг</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Китай</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Серебро</span></p>
<p><span style=""color: #000000;""></span></p>
<p><span style=""color: #000000;""><strong>Описание:</strong>&nbsp;Дверной доводчик HOME производимый в Китае пользуется большим спросом. Простота установки, прекрасный внешний вид и долговечность - вот главные преимущества дверного доводчика HOME. Не смотря на все его положительные качества, доводчики серии HOME относятся к эконом сегменту. Низкая цена - обсусловлена объемами продаж и использованием недорого сырья в их производстве.&nbsp;Отсутствует фиксация, радиус открывания двери до 180 градусов.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline; color: #000000;""><strong>Дополнительные материалы:</strong><br /></span></p>
<ul>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></span></li>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><a href=""index.php?option=com_content&amp;view=article&amp;id=208&amp;Itemid=1195"">Для чего нужны доводчики?</a></span></li>
</ul>",Дверной доводчик HOME 50 кг серебро,,1489870246_03.jpg|1489870246_031.jpg,,,Серебро,,,Дверной доводчик HOME 50 кг серебро|Дверной доводчик HOME 50 кг серебро,"Купить дверной доводчик, купить доводчик на 50 кг, купить серебряный доводчик для дверей, купить дверной доводчик в компании Дверной Тон",,,Купить дверной доводчик HOME 50 кг серебро
dvernoy-dovodchik-home-65-kg-bel,Дверной доводчик HOME 65 кг белый,dvernoy-dovodchik-home-65-kg-belii,1140,Дверной доводчик HOME 65 кг белый,"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Дверной доводчик HOME 65 кг</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Китай</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Белый</span></p>
<p><span style=""color: #000000;""></span></p>
<p><span style=""color: #000000;""><strong>Описание:</strong>&nbsp;Дверной доводчик HOME производимый в Китае пользуется большим спросом. Простота установки, прекрасный внешний вид и долговечность - вот главные преимущества дверного доводчика HOME. Не смотря на все его положительные качества, доводчики серии HOME относятся к эконом сегменту. Низкая цена - обсусловлена объемами продаж и использованием недорого сырья в их производстве.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline; color: #000000;""><strong>Дополнительные материалы:</strong><br /></span></p>
<ul>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></span></li>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><a href=""index.php?option=com_content&amp;view=article&amp;id=208&amp;Itemid=1195"">Для чего нужны доводчики?</a></span></li>
</ul>",Дверной доводчик HOME 65 кг белый,,1489870119_011.jpg|1489870119_012.jpg,,,Серый,,,Дверной доводчик HOME 65 кг белый|Дверной доводчик HOME 65 кг белый,"Купить дверной доводчик, купить доводчик на 65 кг, купить белый доводчик для дверей, купить дверной доводчик в компании Дверной Тон",,,Купить дверной доводчик HOME 65 кг белый
dvernoy-dovodchik-home-65-kg-kor,Дверной доводчик HOME 65 кг коричневый,dvernoy-dovodchik-home-65-kg-korichnevi,1140,Дверной доводчик HOME 65 кг коричневый,"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Дверной доводчик HOME 65 кг</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Китай</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Коричневый</span></p>
<p><span style=""color: #000000;""></span></p>
<p><span style=""color: #000000;""><strong>Описание</strong>: Дверной доводчик HOME производимый в Китае пользуется большим спросом. Простота установки, прекрасный внешний вид и долговечность - вот главные преимущества дверного доводчика HOME. Не смотря на все его положительные качества, доводчики серии HOME относятся к эконом сегменту. Низкая цена - обсусловлена объемами продаж и использованием недорого сырья в их производстве.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline; color: #000000;""><strong>Дополнительные материалы:</strong><br /></span></p>
<ul>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></span></li>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><a href=""index.php?option=com_content&amp;view=article&amp;id=208&amp;Itemid=1195"">Для чего нужны доводчики?</a></span></li>
</ul>",Дверной доводчик HOME 65 кг коричневый,,700-nw1.jpg,,,РАЛ 8017,,,Дверной доводчик HOME 65 кг коричневый,"Купить дверной доводчик, купить доводчик на 65 кг, купить коричневый доводчик для дверей, купить дверной доводчик в компании Дверной Тон",,,Купить дверной доводчик HOME 65 кг коричневый
dvernoy-dovodchik-home-80-kg-bel,Дверной доводчик HOME 80 кг белый,dvernoy-dovodchik-home-80-kg-belii,1290,Дверной доводчик HOME 80 кг белый,"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Дверной доводчик HOME 80 кг</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Китай</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Белый</span></p>
<p><span style=""color: #000000;""></span></p>
<p><span style=""color: #000000;""><strong>Описание:</strong>&nbsp;Дверной доводчик HOME производимый в Китае пользуется большим спросом. Простота установки, прекрасный внешний вид и долговечность - вот главные преимущества дверного доводчика HOME. Не смотря на все его положительные качества, доводчики серии HOME относятся к эконом сегменту. Низкая цена - обсусловлена объемами продаж и использованием недорого сырья в их производстве.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline; color: #000000;""><strong>Дополнительные материалы:</strong><br /></span></p>
<ul>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></span></li>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><a href=""index.php?option=com_content&amp;view=article&amp;id=208&amp;Itemid=1195"">Для чего нужны доводчики?</a></span></li>
</ul>",Дверной доводчик HOME 80 кг белый,,1489870119_013.jpg,,,Серый,,,Дверной доводчик HOME 80 кг белый,"Купить дверной доводчик, купить доводчик на 80 кг, купить белый доводчик для дверей, купить дверной доводчик в компании Дверной Тон",,,Купить дверной доводчик HOME 80 кг белый
dvernoy-dovodchik-home-65-kg-ser,Дверной доводчик HOME 65 кг серебро,dvernoy-dovodchik-home-65-kg-serebro,1140,Дверной доводчик HOME 65 кг серебро,"<p><span style=""color: #000000;""><strong>Наименование:</strong>&nbsp;Дверной доводчик HOME 65 кг</span></p>
<p><span style=""color: #000000;""><strong>Производитель:</strong>&nbsp;Китай</span></p>
<p><span style=""color: #000000;""><strong>Цвет:</strong>&nbsp;Серебро</span></p>
<p><span style=""color: #000000;""></span></p>
<p><span style=""color: #000000;""><strong>Описание:</strong>&nbsp;Дверной доводчик HOME производимый в Китае пользуется большим спросом. Простота установки, прекрасный внешний вид и долговечность - вот главные преимущества дверного доводчика HOME. Не смотря на все его положительные качества, доводчики серии HOME относятся к эконом сегменту. Низкая цена - обсусловлена объемами продаж и использованием недорого сырья в их производстве.</span></p>
<p>&nbsp;</p>
<p><span style=""text-decoration: underline; color: #000000;""><strong>Дополнительные материалы:</strong><br /></span></p>
<ul>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html"">Фурнитура - Китай или Италия?</a></span></span></li>
<li><span style=""text-decoration: underline;""><span style=""color: #000000; text-decoration: underline;""><a href=""stati/furnitura-china-ili-italy.html""></a></span><a href=""index.php?option=com_content&amp;view=article&amp;id=208&amp;Itemid=1195"">Для чего нужны доводчики?</a></span></li>
</ul>",Дверной доводчик HOME 65 кг серебро,,1489870246_032.jpg,,,Серебро,,,Дверной доводчик HOME 65 кг серебро,"Купить дверной доводчик, купить доводчик на 65 кг, купить серебряный доводчик для дверей, купить дверной доводчик в компании Дверной Тон",,,Купить дверной доводчик HOME 65 кг серебро
